example_path,merged_label,label,new_split,vis_source,inf_source,status,output_channels
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.993163457893301_103.01842932236208,Plantation,Timber plantation,train,2013_10_08_cloud_0.png,2013_10_08_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\3.288105534235772_97.85425499228508,Smallholder agriculture,Small-scale agriculture,train,2014_03_06_cloud_0.png,2014_03_06_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.1446633607110543_111.998195880938,Plantation,Oil palm plantation,train,2015_02_15_cloud_12.png,2015_02_15_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.5509267282223356_99.1890990635684,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.9723582010783444_121.77247581174788,Other,Secondary forest,train,2015_09_24_cloud_0.png,2015_09_24_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.322356946754111_136.62414630310602,Plantation,Oil palm plantation,train,2016_01_01_cloud_0.png,2016_01_01_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.13997360461327_103.43369068803352,Smallholder agriculture,Small-scale oil palm plantation,train,2013_06_27_cloud_0.png,2013_06_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.152188644407623_121.71299835678634,Smallholder agriculture,Small-scale mixed plantation,train,2014_07_28_cloud_0.png,2014_07_28_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.5153604687077764_121.49911847079036,Other,Mining,train,2014_09_14_cloud_0.png,2014_09_14_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.2049955629690934_101.00441458971711,Grassland shrubland,Grassland shrubland,train,2015_07_26_cloud_0.png,2015_07_26_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.457253549644969_102.81982255958224,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.2584764324320208_101.12189177099783,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.3228322976622247_109.25122050206622,Plantation,Oil palm plantation,train,2016_09_27_cloud_0.png,2016_09_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.846893334703627_100.7997759248778,Smallholder agriculture,Small-scale mixed plantation,train,2015_08_18_cloud_0.png,2015_08_18_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.95381168671239_110.21052361545088,Smallholder agriculture,Small-scale agriculture,train,2016_09_11_cloud_0.png,2016_09_11_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7580686343467239_109.93854993168956,Plantation,Oil palm plantation,train,2013_09_19_cloud_0.png,2013_09_19_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.648043364433991_105.95347209831938,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.0419986475314191_122.07810547479323,Other,Secondary forest,train,2016_08_18_cloud_0.png,2016_08_18_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.5227673461299969_113.95393336664216,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.7375162835299998_109.36574156274366,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.317141586653204_109.55124353523796,Plantation,Oil palm plantation,train,2016_04_20_cloud_0.png,2016_04_20_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.821579239569264_116.3376312384978,Other,Fish pond,train,2015_04_22_cloud_0.png,2015_04_22_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.308742714966444_100.14707371149449,Smallholder agriculture,Small-scale mixed plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.2002781016397215_122.71064742006251,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.7653820321501512_100.87821027545117,Smallholder agriculture,Small-scale mixed plantation,train,2016_08_20_cloud_0.png,2016_08_20_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.257613492526967_117.48998227352912,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1728364406522802_111.681606810829,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.140681185967249_117.17683932978164,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.993236346171509_117.53139465571984,Other,Fish pond,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.899875608170343_110.13542235125472,Grassland shrubland,Grassland shrubland,train,2018_08_16_cloud_0.png,2018_08_16_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.6132377313459858_100.88074785571536,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-5.2013525169704815_122.3970744287962,Smallholder agriculture,Small-scale agriculture,train,2019_09_21_cloud_0.png,2019_09_21_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.424753060661656_103.212449918207,Plantation,Timber plantation,train,2016_08_22_cloud_0.png,2016_08_22_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1733867295291171_102.2904378947043,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.0491114942575392_121.37396481874742,Plantation,Timber plantation,train,2015_05_28_cloud_0.png,2015_05_28_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.617753419499257_107.80156727293156,Other,Mining,train,2015_09_16_cloud_12.png,2015_09_16_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.327093026404185_101.86275843695456,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7659054607709437_110.64778454016408,Plantation,Oil palm plantation,train,2013_09_19_cloud_0.png,2013_09_19_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.171403651195836_109.45815763382916,Grassland shrubland,Grassland shrubland,train,2013_09_19_cloud_0.png,2013_09_19_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.9503811062779058_111.32286818499178,Other,Secondary forest,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.6186951808335195_120.92060342781735,Smallholder agriculture,Small-scale agriculture,train,2015_07_22_cloud_0.png,2015_07_22_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.0278583944147632_100.89703793295271,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.9102389220412324_117.27986863194609,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.3853269674249824_101.6643423846024,Smallholder agriculture,Small-scale mixed plantation,train,2014_06_21_cloud_0.png,2014_06_21_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.239053308887935_117.39843975626698,Smallholder agriculture,Small-scale mixed plantation,train,2014_01_29_cloud_0.png,2014_01_29_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.1082001473537308_101.0034996354026,Smallholder agriculture,Small-scale mixed plantation,train,2016_08_04_cloud_0.png,2016_08_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.4954632878540455_96.2331990148762,Plantation,Timber plantation,train,2013_08_24_cloud_0.png,2013_08_24_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.075182571759969_130.23649225025042,Other,Secondary forest,train,2017_08_02_cloud_0.png,2017_08_02_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.600576583746061_112.90431374345772,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.3278857195697653_102.20070105357908,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.6014839824524496_117.77493862317766,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.0549798561716506_110.64636491082706,Plantation,Oil palm plantation,train,2015_08_01_cloud_0.png,2015_08_01_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.613679563125425_119.92738113393057,Smallholder agriculture,Small-scale agriculture,train,2015_02_12_cloud_0.png,2015_02_12_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.4304586586869944_102.77900081064772,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.3275670929890129_113.99535615524736,Other,Mining,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.3620703321881047_105.20826062481125,Other,Fish pond,train,2015_06_26_cloud_0.png,2015_06_26_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.1378534897642669_103.29175140447472,Smallholder agriculture,Small-scale mixed plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0297971533155445_109.54167724032818,Plantation,Other large-scale plantations,train,2017_06_10_cloud_0.png,2017_06_10_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7485605657863448_104.2170944110189,Other,Mining,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.780133178473374_117.61170288049486,Other,Fish pond,train,2016_08_23_cloud_0.png,2016_08_23_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.6972190954595283_102.00332158153972,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.98728802920416_100.4504275809312,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.157693412309801_100.90138448188648,Plantation,Oil palm plantation,train,2013_07_11_cloud_0.png,2013_07_11_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.1684085852860104_119.54631579040708,Smallholder agriculture,Small-scale oil palm plantation,train,2013_05_20_cloud_0.png,2013_05_20_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.799797148026767_103.84766047554588,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.0639086742522916_110.52204765753456,Plantation,Oil palm plantation,train,2014_05_01_cloud_0.png,2014_05_01_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.100800102991412_113.0223763234016,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.1117278171593349_111.6226828586063,Plantation,Oil palm plantation,train,2016_08_19_cloud_0.png,2016_08_19_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.8116215183827481_133.64583855798782,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.9046017922713667_101.48992647176694,Smallholder agriculture,Small-scale agriculture,train,2014_06_21_cloud_0.png,2014_06_21_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.6700529811330634_99.270182156015,Plantation,Timber plantation,train,2014_08_22_cloud_0.png,2014_08_22_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.0640138872048746_115.07279241775976,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.3888626929202106_122.26133816606249,Other,Mining,train,2018_10_27_cloud_0.png,2018_10_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.4456575856430804_113.9468471299049,Other,Secondary forest,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.6305560092046333_127.88229675846404,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.296053905633124_98.10049433665245,Plantation,Other large-scale plantations,train,2014_03_06_cloud_0.png,2014_03_06_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\3.1300179990341306_97.88799098008496,Smallholder agriculture,Small-scale agriculture,train,2014_03_06_cloud_0.png,2014_03_06_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0852327932166979_101.47874192824573,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.8319385921239912_114.33144926903272,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.025186616919319_113.71975529073988,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.6939459394463263_117.72744413348696,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.7405245324324827_111.62483283037648,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.851887072914067_133.22232235590346,Other,Other,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4453516734647438_100.7885494269432,Smallholder agriculture,Small-scale agriculture,train,2014_04_09_cloud_0.png,2014_04_09_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.478644430269286_96.22842528978428,Plantation,Timber plantation,train,2013_08_24_cloud_0.png,2013_08_24_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.3093333145175485_117.55692373823288,Other,Mining,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.235480086293081_99.1870374299913,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.7217374435367845_120.57142827688013,Smallholder agriculture,Small-scale agriculture,train,2017_04_22_cloud_0.png,2017_04_22_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.1180787737781253_121.29192803927675,Smallholder agriculture,Small-scale agriculture,train,2014_07_03_cloud_0.png,2014_07_03_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.0673134912810296_116.14499540784094,Plantation,Timber plantation,train,2014_10_12_cloud_0.png,2014_10_12_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.818778061609031_97.57729552925224,Plantation,Oil palm plantation,train,2018_02_20_cloud_0.png,2018_02_20_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.166151189687177_129.77333110664895,Other,Secondary forest,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4281136014192222_101.64658485259966,Plantation,Timber plantation,train,2016_04_14_cloud_0.png,2016_04_14_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.2289826219036447_101.89976016031896,Smallholder agriculture,Small-scale agriculture,train,2017_08_16_cloud_0.png,2017_08_16_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.6072148085027402_111.67120490833057,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.2257009783401385_117.23657728041258,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.5744849247873953_115.6010797536896,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.9554273059912516_121.08872027496444,Plantation,Timber plantation,train,2014_07_03_cloud_0.png,2014_07_03_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.8358935564053209_102.2656981673628,Plantation,Timber plantation,train,2014_06_21_cloud_0.png,2014_06_21_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9351199887108904_101.92400673555136,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.9308653910589202_112.11972563263188,Grassland shrubland,Grassland shrubland,train,2020_05_10_cloud_12.png,2020_05_10_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.146248609207571_100.56555162089506,Smallholder agriculture,Small-scale agriculture,train,2016_08_04_cloud_0.png,2016_08_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.190066923533808_122.22340469720488,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.7486044576295423_104.03592494593936,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.8219288995104463_100.7006087641342,Smallholder agriculture,Small-scale agriculture,train,2014_04_25_cloud_0.png,2014_04_25_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.747841325011283_119.20008262202532,Smallholder agriculture,Small-scale agriculture,train,2014_09_28_cloud_0.png,2014_09_28_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.3593822950557204_104.99784674747886,Smallholder agriculture,Small-scale mixed plantation,train,2013_06_04_cloud_0.png,2013_06_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.015119718292761_102.17073751087852,Plantation,Timber plantation,train,2014_06_21_cloud_0.png,2014_06_21_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.7874300824268874_115.24507778089108,Other,Other,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5206455643265533_109.57416244738135,Plantation,Oil palm plantation,train,2014_08_05_cloud_12.png,2014_08_05_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.082145917622004_100.92686409703688,Smallholder agriculture,Small-scale mixed plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.357310103893956_112.67253397480808,Grassland shrubland,Grassland shrubland,train,2019_12_27_cloud_0.png,2019_12_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9612744804345608_110.12755305864056,Plantation,Oil palm plantation,train,2013_07_01_cloud_0.png,2013_07_01_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.973800952405808_121.42422592555332,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4164815478738493_121.17161244041972,Grassland shrubland,Grassland shrubland,train,2019_08_02_cloud_0.png,2019_08_02_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.3083707071357783_101.20935711668872,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0751875988274055_102.9831736499585,Plantation,Oil palm plantation,train,2013_10_08_cloud_0.png,2013_10_08_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.736718580078504_127.90940650673882,Smallholder agriculture,Small-scale agriculture,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.2013972931675367_114.22426034618574,Other,Mining,train,composite.png,composite.npy,ok,10
